tenure,avgmonthlyspend,MonthlyCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,gender,PaperlessBilling,Contract_One year,OnlineSecurity_Yes,Partner,TechSupport_Yes,OnlineBackup_Yes,SeniorCitizen,DeviceProtection_Yes,Churn
4,32.489999999999995,40.05,0,0,1,1,1,0,0,0,1,0,0,0,0
23,19.591666666666665,19.5,0,0,0,0,1,0,0,0,0,0,0,0,0
39,51.65,51.05,0,0,0,0,0,0,1,1,0,0,0,0,0
28,49.18793103448276,54.35,0,0,0,1,0,1,1,1,1,0,0,0,0
5,65.41666666666667,84.7,1,0,1,0,1,0,0,0,0,1,1,0,0
45,83.9445652173913,86.1,1,0,1,0,1,0,0,1,0,0,1,1,0
37,67.18157894736842,70.35,1,0,0,1,1,0,0,0,0,0,0,0,0
60,109.31721311475411,110.0,1,1,0,0,1,0,1,1,1,1,1,1,0
8,91.04444444444444,100.6,1,0,1,1,1,0,0,0,0,0,1,1,1
47,96.15104166666667,94.9,1,0,0,0,0,1,1,0,0,0,0,1,0
26,76.68888888888888,83.75,1,0,1,1,1,0,0,1,0,0,0,0,1
3,68.4375,88.3,1,0,0,0,1,0,1,1,1,0,1,0,1
50,69.75882352941176,69.75,1,0,0,0,1,0,0,1,0,0,0,0,0
27,69.89642857142857,71.6,0,0,0,1,0,0,0,1,1,0,0,0,0
8,81.10555555555555,92.1,1,0,1,0,1,0,0,0,0,0,1,1,1
62,22.488095238095237,23.65,0,1,0,0,0,0,0,1,0,0,0,0,0
71,82.28333333333333,81.85,0,1,0,0,0,0,1,1,1,0,0,1,0
66,25.338805970149256,25.1,0,1,0,1,0,0,0,0,0,0,0,0,0
68,113.7659420289855,114.7,1,1,0,1,1,0,1,1,1,1,0,1,0
13,46.385714285714286,49.15,0,0,1,0,0,0,0,0,0,0,0,1,0
56,79.95614035087719,80.9,1,0,1,1,1,1,0,1,0,0,0,0,0
38,77.25769230769231,79.45,1,0,1,1,1,0,1,1,0,1,0,0,1
14,84.40666666666667,90.45,1,0,0,1,0,0,0,0,0,0,1,0,1
16,21.197058823529414,19.3,0,0,0,0,1,1,0,0,0,0,0,0,0
14,69.76666666666667,70.2,1,0,1,0,0,0,0,1,0,0,0,0,0
32,71.14848484848486,69.75,1,0,0,1,1,0,0,1,0,0,0,0,1
8,49.75,54.25,0,0,0,0,0,1,1,0,1,0,0,0,0
43,95.68068181818181,99.3,1,0,0,0,1,0,0,1,0,0,0,1,0
52,73.16320754716982,74.0,0,0,0,0,0,1,1,0,1,0,0,1,0
3,38.075,50.25,0,0,0,1,1,0,0,0,1,0,0,0,0
29,19.073333333333334,19.8,0,0,0,1,1,1,0,0,0,0,0,0,0
1,9.825,19.65,0,0,0,0,0,0,0,0,0,0,0,0,1
12,40.534615384615385,43.65,0,0,1,1,1,0,0,0,1,0,1,1,1
16,32.51176470588236,35.5,0,0,0,0,1,0,0,1,0,0,0,0,0
40,78.25975609756098,80.75,0,0,0,0,1,1,0,0,1,0,0,1,0
5,35.125,39.5,0,0,1,0,0,0,0,0,0,0,0,1,1
40,90.41341463414633,97.1,1,0,0,1,1,0,0,1,0,0,0,0,1
36,16.777027027027028,19.55,0,0,0,0,0,1,0,0,0,0,0,0,0
5,68.75,80.0,1,0,1,0,1,0,0,0,0,0,0,0,1
10,75.64090909090909,84.7,1,0,0,0,1,0,1,0,0,0,0,0,1
2,61.85,89.55,1,0,0,1,1,0,0,1,0,0,0,0,1
23,80.96666666666667,90.6,1,0,1,1,1,0,0,0,1,0,0,0,1
26,18.737037037037037,20.05,0,0,0,1,1,1,0,1,0,0,0,0,0
72,110.23082191780823,112.4,1,1,1,0,1,0,1,1,0,1,1,1,0
34,51.86571428571428,50.2,0,0,0,0,0,0,0,1,1,0,0,0,0
10,55.722727272727276,62.25,0,0,0,1,0,0,1,0,1,0,0,0,0
14,53.01,55.7,0,0,0,0,0,1,1,0,1,0,0,0,0
23,90.40833333333335,90.05,1,0,0,0,1,0,1,0,0,0,0,0,1
47,20.272916666666667,19.65,0,1,0,1,0,0,0,1,0,0,0,0,0
24,88.40799999999999,89.25,1,0,1,1,1,0,1,1,1,0,0,0,0
49,97.075,99.05,1,0,0,1,1,0,0,1,0,1,0,0,1
20,50.280952380952385,54.0,0,0,0,1,0,1,1,0,1,0,1,0,0
2,48.18333333333334,69.75,1,0,0,0,0,0,0,0,0,0,0,0,1
2,30.366666666666664,49.05,0,0,0,0,1,0,0,0,0,1,0,0,1
22,56.73260869565217,56.75,0,1,0,1,0,0,0,0,1,0,0,1,0
7,89.125,98.05,1,0,0,1,1,0,0,0,0,0,0,1,1
1,10.55,21.1,0,0,0,1,0,0,0,0,0,0,0,0,0
59,93.01333333333334,96.65,1,0,0,0,1,0,0,1,1,1,0,0,0
58,25.38813559322034,24.5,0,0,0,0,1,1,0,1,0,0,0,0,0
41,107.79642857142856,114.5,1,0,0,0,1,0,1,0,1,1,0,1,1
59,76.50583333333334,79.2,1,1,0,0,1,0,0,0,0,1,1,0,0
3,50.05,69.55,1,0,1,0,1,0,0,1,0,0,0,0,0
32,18.61969696969697,20.05,0,1,0,1,1,0,0,0,0,0,0,0,0
46,97.12553191489361,98.85,1,0,1,1,1,0,0,1,0,0,1,1,0
0,61.070386904761904,25.75,0,1,0,1,0,0,0,1,0,0,0,0,0
2,57.050000000000004,80.95,1,0,1,1,1,0,0,0,0,0,0,0,1
52,19.10188679245283,19.6,0,0,0,0,0,1,0,1,0,0,0,0,0
13,67.16785714285714,74.3,1,0,1,0,1,0,0,0,0,0,1,1,1
11,87.30833333333334,89.7,1,0,0,0,0,0,0,0,0,0,1,0,1
32,83.83030303030303,87.65,1,0,0,1,0,0,1,0,1,0,0,0,0
17,90.13611111111112,100.45,1,0,0,1,1,0,0,1,0,0,1,1,1
16,66.43235294117646,74.75,1,0,0,0,1,0,0,0,0,0,0,0,0
51,109.24807692307692,107.45,1,0,0,0,0,1,1,0,0,1,0,1,0
29,74.79666666666667,75.35,0,0,0,1,1,1,0,0,1,0,0,1,0
70,63.70774647887324,64.95,0,1,0,1,0,0,1,1,1,1,0,1,0
71,99.44027777777778,100.45,1,1,1,0,0,0,1,1,1,0,0,1,0
41,67.61785714285713,68.5,0,0,0,1,0,1,0,1,0,1,0,1,0
1,40.275,80.55,1,0,1,1,1,0,0,0,0,0,0,0,0
7,72.5125,81.25,0,0,0,0,0,0,1,1,1,0,0,1,0
25,83.79230769230769,90.4,1,0,1,1,1,1,0,1,0,0,0,0,1
67,88.80220588235295,89.55,1,0,1,1,0,1,1,1,1,1,0,0,0
5,43.23333333333333,55.7,0,0,0,1,1,0,0,1,1,0,0,0,0
15,20.259375,24.8,0,0,1,1,1,0,0,0,0,0,0,0,0
20,19.888095238095236,20.0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,42.0375,56.15,0,0,0,1,1,0,0,1,0,1,0,1,1
54,102.50636363636364,105.2,1,0,1,1,1,1,0,1,1,1,0,0,0
42,19.52093023255814,19.55,0,0,0,1,1,1,0,0,0,0,0,0,0
9,76.91,79.75,1,0,1,0,1,0,0,1,0,0,0,0,0
63,97.703125,97.45,1,1,0,0,0,0,0,0,0,1,0,0,0
69,23.454285714285714,24.25,0,1,0,0,0,0,0,1,0,0,0,0,0
69,23.972142857142856,24.6,0,1,0,0,0,0,0,0,0,0,0,0,0
40,50.207317073170735,50.15,0,0,0,1,1,0,0,1,0,1,0,0,0
60,39.74590163934426,39.6,0,1,0,1,0,0,1,0,0,1,0,1,0
4,77.44,94.4,1,0,0,0,1,0,1,0,1,0,0,1,1
71,87.40902777777778,89.85,0,1,0,0,0,0,1,0,1,1,1,1,0
37,74.72763157894737,78.95,1,0,0,0,1,0,0,1,0,0,0,1,1
32,95.33030303030303,98.85,1,0,0,1,1,0,0,1,0,1,0,0,0
39,55.0175,53.85,0,1,0,1,1,0,0,0,1,0,0,0,0
38,23.446153846153845,24.25,0,0,1,0,1,1,0,0,0,0,0,0,0
52,86.37264150943396,89.45,1,1,0,1,1,0,0,0,0,0,0,1,0
48,101.98979591836735,105.25,1,0,0,0,1,0,1,1,0,1,0,0,0
70,58.3774647887324,59.5,0,1,0,1,0,0,1,1,1,0,0,1,0
20,71.12142857142857,70.55,1,0,0,1,0,0,0,0,0,0,0,0,0
50,81.94313725490197,82.5,0,0,0,0,1,1,1,0,1,0,0,1,0
19,44.677499999999995,44.85,0,0,0,0,1,1,0,0,0,0,0,0,1
25,61.96153846153846,61.6,0,0,0,1,1,1,1,1,0,1,0,1,0
12,45.61923076923077,49.05,0,0,0,1,1,0,0,0,0,1,0,0,0
39,107.12,105.65,1,0,1,1,1,0,0,1,0,1,1,1,1
7,68.06875,74.65,1,0,0,1,0,0,0,0,0,0,0,1,1
23,63.90833333333333,66.25,0,0,0,0,1,1,1,1,1,1,0,1,0
27,18.92142857142857,19.4,0,0,1,1,1,0,0,0,0,0,0,0,0
47,80.53333333333333,86.05,1,0,0,1,1,0,0,0,0,0,1,0,0
26,19.10185185185185,19.15,0,1,0,1,1,0,0,1,0,0,0,0,0
14,62.733333333333334,64.7,0,0,0,0,1,0,1,1,0,0,0,0,1
11,94.47083333333335,104.05,1,0,0,0,1,0,0,1,1,0,1,1,1
2,16.116666666666667,19.25,0,0,0,1,0,0,0,0,0,0,0,0,0
26,76.66851851851852,81.95,1,0,1,0,0,0,1,1,0,1,0,0,0
72,114.16369863013699,114.65,1,1,0,0,1,0,1,1,1,1,1,1,0
63,18.89453125,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0
71,19.39236111111111,19.8,0,1,0,1,0,0,0,1,0,0,0,0,0
11,60.27916666666667,65.15,0,0,0,1,1,0,1,1,0,0,0,0,0
14,15.243333333333334,19.65,0,0,0,1,0,1,0,1,0,0,1,0,0
13,82.98214285714286,88.95,0,1,0,0,0,0,1,0,1,1,0,1,0
6,14.049999999999999,20.2,0,0,0,1,1,0,0,0,0,0,0,0,0
11,64.60833333333333,75.2,1,0,0,1,1,0,0,1,0,0,1,0,0
18,56.56052631578948,56.8,0,0,0,1,0,0,0,1,0,1,0,0,0
1,17.775,35.55,0,0,1,1,1,0,0,0,0,0,0,0,1
32,70.44545454545454,75.5,1,0,0,0,1,0,1,1,0,0,0,0,0
29,35.75333333333333,35.6,0,0,0,1,0,1,1,0,1,0,0,0,0
3,42.625,60.25,0,0,1,0,1,0,0,0,0,0,0,0,0
2,65.63333333333334,95.15,1,0,1,0,1,0,0,0,0,0,0,0,1
13,83.06071428571428,96.65,1,0,0,1,1,0,0,1,0,0,0,1,1
41,39.94880952380952,40.35,0,0,1,0,1,0,0,0,0,1,0,0,0
1,9.425,18.85,0,0,1,0,0,0,0,0,0,0,0,0,0
7,46.3,54.85,0,0,0,1,0,0,0,0,0,0,0,0,0
52,64.35094339622641,64.3,0,0,0,0,1,1,1,1,0,0,0,1,0
45,24.756521739130434,24.65,0,1,0,0,1,0,0,1,0,0,0,0,0
70,74.1443661971831,76.1,0,1,0,1,0,0,0,1,1,1,0,1,0
53,18.624074074074073,18.7,0,1,0,0,0,0,0,0,0,0,0,0,0
62,94.23095238095239,97.95,1,0,0,0,1,1,0,1,0,1,1,1,0
60,89.76885245901639,94.1,1,0,0,0,1,0,1,1,0,1,0,0,0
3,56.0125,80.4,1,0,1,0,1,0,0,1,0,0,1,0,1
23,96.91875,95.1,1,0,1,0,1,0,1,1,0,0,1,0,0
1,15.675,31.35,0,0,0,1,1,0,0,0,0,1,0,0,1
67,73.40441176470588,72.35,0,0,0,0,1,1,1,0,1,0,0,1,0
12,80.95384615384616,89.75,1,0,0,0,1,0,0,0,0,1,0,0,1
71,80.98888888888888,82.7,0,1,0,0,1,0,1,1,1,1,1,1,0
25,19.646153846153847,19.9,0,0,0,1,0,1,0,0,0,0,0,0,0
5,47.324999999999996,53.8,0,0,1,0,1,0,1,0,0,0,0,0,0
26,47.97777777777778,51.55,0,0,0,1,1,1,0,0,0,0,0,0,0
1,9.825,19.65,0,0,0,1,0,1,0,1,0,0,0,0,0
70,42.417605633802815,44.05,0,0,0,1,1,1,0,0,0,1,1,1,0
72,110.86506849315067,114.0,1,1,1,1,1,0,1,1,1,1,0,1,0
60,91.97131147540983,94.4,1,0,1,1,1,1,0,1,0,1,0,0,1
32,97.50454545454545,100.4,1,0,1,0,1,0,0,1,0,1,1,0,0
1,9.925,19.85,0,0,1,1,1,0,0,0,0,0,0,0,1
14,51.54666666666667,54.25,0,0,0,0,1,1,0,0,0,1,0,0,0
13,73.52499999999999,80.0,1,0,0,0,1,0,1,0,0,0,0,0,0
6,95.63571428571429,109.9,1,0,0,0,1,0,0,0,1,1,0,1,1
46,76.46382978723405,79.2,0,1,0,0,0,0,1,0,0,0,0,1,0
15,97.121875,101.35,1,0,1,1,1,0,0,0,1,0,0,1,1
43,89.84431818181818,94.3,1,0,1,1,1,0,0,1,1,1,1,0,0
39,49.27875,49.8,0,1,0,1,1,0,0,0,1,0,0,0,0
21,56.18863636363637,60.05,0,0,0,1,1,0,0,0,0,0,1,1,1
57,55.10344827586207,53.75,0,0,1,1,1,0,1,0,0,0,0,1,0
53,90.22592592592592,93.45,1,0,1,0,1,1,0,1,1,0,0,0,0
18,78.97368421052632,87.9,1,0,0,1,1,0,1,1,0,0,0,1,0
1,30.075,60.15,0,0,1,0,1,0,0,0,0,0,0,0,1
58,58.96186440677966,61.05,0,0,0,0,1,1,1,1,1,0,0,0,0
71,102.96597222222222,104.05,1,1,0,0,0,0,0,0,0,0,1,1,0
35,98.11111111111111,99.25,1,0,1,0,1,1,0,0,1,0,0,1,0
3,64.1875,85.7,1,0,0,1,0,0,0,0,0,0,0,1,0
38,99.67307692307692,104.85,1,0,1,1,1,1,1,0,0,1,0,0,0
35,69.17083333333333,69.15,0,1,0,1,1,0,1,1,1,1,0,1,0
7,74.18125,90.45,1,0,1,1,1,0,0,0,0,0,0,1,1
47,73.13125000000001,74.45,0,1,0,0,0,0,0,0,1,0,0,1,0
14,51.03,50.45,0,0,1,0,0,0,0,0,0,1,0,0,0
20,59.969047619047615,60.0,0,0,1,0,1,0,0,1,0,1,1,0,0
66,82.66194029850747,85.25,0,1,1,1,0,0,1,1,1,1,0,0,0
15,21.303125,19.45,0,0,0,1,1,0,0,1,0,0,0,0,0
42,19.638372093023257,20.75,0,1,0,0,1,0,0,0,0,0,0,0,0
17,74.94166666666666,78.9,1,0,1,0,0,0,1,1,0,0,0,0,0
37,99.42105263157895,104.5,1,0,0,1,1,1,0,0,1,1,0,0,0
12,47.05,49.4,0,0,1,0,1,0,0,0,0,1,0,0,0
53,90.14722222222223,94.25,1,0,0,1,1,1,0,1,0,1,0,0,1
60,24.67295081967213,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,24.623684210526317,25.55,0,0,0,1,0,0,0,1,0,0,0,0,0
1,37.45,74.9,1,0,1,1,1,0,0,0,0,0,0,0,1
3,48.55,70.15,1,0,1,0,1,0,0,0,0,0,0,0,0
9,57.145,69.4,0,0,0,0,1,0,0,0,1,0,0,0,0
1,40.125,80.25,1,0,1,0,1,0,0,0,0,0,0,0,1
56,92.17456140350878,93.15,1,0,1,1,1,1,1,1,0,1,0,1,0
17,63.86944444444445,69.0,1,0,1,1,1,0,0,1,0,0,0,0,1
11,61.73333333333333,66.35,0,0,1,0,1,0,0,1,1,0,0,0,1
7,65.16875,69.55,1,0,1,1,1,0,0,0,0,0,0,0,0
69,20.180714285714288,20.2,0,1,0,0,0,0,0,1,0,0,0,0,0
19,76.6225,86.0,1,0,0,1,1,0,0,0,0,0,0,0,1
3,62.5125,80.3,1,0,1,0,1,0,0,1,0,0,0,0,1
54,19.829090909090908,20.4,0,1,0,1,0,0,0,1,0,0,0,0,0
62,22.965079365079365,23.75,0,0,0,1,1,1,0,1,0,0,0,0,0
24,91.302,90.55,1,0,0,1,1,0,0,0,0,1,0,0,1
62,68.2611111111111,70.45,0,0,0,0,1,0,0,1,0,0,0,0,0
17,61.733333333333334,65.75,0,0,0,1,0,0,1,0,0,0,0,0,0
9,19.009999999999998,24.6,0,0,0,1,1,0,0,0,0,0,0,0,0
64,68.42692307692307,69.25,0,1,0,1,0,0,1,1,1,0,0,1,0
2,47.78333333333333,75.9,1,0,1,0,1,0,0,0,0,0,0,0,1
1,22.925,45.85,0,0,0,1,1,0,0,1,0,0,0,0,1
16,47.65882352941177,49.95,0,0,1,0,1,0,0,1,1,0,0,0,1
72,25.06917808219178,24.65,0,1,0,0,0,0,0,1,0,0,0,0,0
30,90.98870967741935,90.4,1,0,0,1,0,1,1,0,0,1,0,1,0
49,96.947,100.85,1,0,0,0,1,0,1,1,0,0,0,0,0
61,76.27903225806452,75.35,0,1,0,1,0,0,1,1,1,0,0,1,0
47,83.69687499999999,87.2,1,0,1,1,0,0,0,1,0,1,0,0,0
20,66.6,64.4,0,0,0,1,0,0,1,0,0,0,0,1,0
34,73.2657142857143,78.3,1,0,1,1,0,0,0,1,0,0,0,0,1
70,23.745070422535214,24.7,0,1,0,0,0,0,0,1,0,0,0,0,0
54,105.93909090909091,105.85,1,0,1,1,1,1,1,0,1,1,0,0,0
61,97.84758064516129,98.3,1,0,0,1,1,1,0,1,1,1,1,1,0
3,57.1,76.95,1,0,1,1,1,0,0,0,0,0,0,0,1
13,19.3,19.45,0,0,0,1,0,1,0,0,0,0,0,0,0
16,89.95294117647059,96.15,1,0,1,0,1,0,0,0,0,0,1,0,1
3,42.15,58.7,0,0,0,0,1,0,0,1,0,1,0,0,0
25,20.628846153846155,20.15,0,0,0,1,1,0,0,0,0,0,0,0,0
30,60.917741935483875,64.5,0,0,0,1,1,0,1,0,0,0,0,0,0
21,28.606818181818184,28.5,0,0,1,0,0,0,1,1,0,0,0,0,0
1,22.65,45.3,0,0,1,1,0,0,0,0,0,0,0,0,1
15,18.08125,19.4,0,0,0,0,0,0,0,0,0,0,0,0,1
23,88.21875,90.45,1,0,1,1,1,0,0,1,0,0,1,0,0
45,102.84565217391304,105.15,1,0,1,0,1,0,1,1,0,1,0,0,0
24,81.322,83.15,1,0,0,0,0,1,0,1,0,1,0,1,0
11,82.32916666666667,90.15,1,0,1,0,0,0,0,0,1,0,0,0,1
1,22.525,45.05,0,0,0,1,0,0,0,0,0,0,0,0,1
56,100.7780701754386,103.2,1,1,0,0,0,0,0,1,1,0,0,1,0
1,37.9,75.8,1,0,1,0,0,0,0,0,0,1,0,0,1
1,9.725,19.45,0,0,1,1,0,0,0,0,0,0,0,0,0
7,65.39375,79.3,1,0,1,0,1,0,0,0,0,0,0,0,1
55,85.80892857142858,88.8,1,1,0,0,0,0,0,1,1,0,1,1,0
2,19.683333333333334,30.9,0,0,1,0,1,0,0,0,1,0,0,0,1
72,83.70890410958904,85.9,0,1,0,0,1,0,1,1,1,0,0,1,0
45,34.70869565217391,34.2,0,0,1,0,0,1,0,0,0,0,1,0,0
47,21.795833333333334,20.15,0,1,0,0,0,0,0,0,0,0,0,0,0
46,94.13191489361702,95.25,1,0,0,0,0,1,0,0,0,1,1,0,1
2,30.916666666666668,50.3,0,0,0,1,1,0,0,0,0,1,0,0,0
2,64.85000000000001,80.15,1,0,1,0,1,0,1,1,1,0,0,0,0
12,47.08461538461539,51.25,0,0,1,0,1,0,0,1,0,1,0,0,0
68,88.80579710144929,89.6,1,0,0,0,1,0,0,1,0,1,1,0,1
69,95.31,95.2,1,1,0,1,1,0,0,1,1,0,0,0,0
56,92.3561403508772,94.8,1,0,0,1,0,1,1,0,0,0,1,0,0
4,60.739999999999995,80.25,1,0,1,0,1,0,1,0,0,0,1,0,0
64,74.13538461538462,76.1,0,1,0,1,1,0,0,1,1,1,0,1,0
59,107.4675,110.15,1,0,1,1,1,1,1,1,0,1,0,1,1
62,113.63571428571429,115.55,1,1,0,1,0,0,1,1,1,1,0,1,0
63,24.6015625,24.65,0,1,0,1,0,0,0,1,0,0,0,0,0
53,53.318518518518516,53.6,0,0,1,0,1,1,1,0,1,1,0,1,0
5,14.341666666666667,19.45,0,0,0,1,0,0,0,1,0,0,0,0,0
49,83.189,88.2,1,0,1,1,1,0,1,1,0,1,1,1,0
62,105.37063492063493,101.15,1,1,0,0,1,0,1,1,0,0,0,0,0
55,55.572321428571435,56.8,0,1,0,0,0,0,1,1,1,1,0,0,0
71,99.55902777777777,99.4,1,1,1,0,1,0,1,1,1,1,1,1,0
72,18.16780821917808,20.1,0,1,0,0,1,0,0,1,0,0,0,0,0
36,60.39324324324325,60.7,0,0,0,1,0,1,1,1,1,0,0,1,0
25,19.04423076923077,20.95,0,0,0,1,1,1,0,1,0,0,0,0,0
72,113.94452054794522,114.85,1,1,0,0,1,0,1,1,1,1,1,1,0
36,18.37297297297297,19.25,0,0,0,0,1,1,0,0,0,0,0,0,0
1,31.4,62.8,0,0,0,1,1,0,0,0,0,0,0,0,0
72,103.34246575342466,105.5,1,1,1,0,1,0,1,1,0,0,0,1,0
59,19.804166666666667,19.85,0,1,0,1,0,0,0,1,0,0,0,0,0
7,84.5875,89.5,1,0,1,1,1,0,0,1,0,0,1,0,1
1,37.05,74.1,0,0,0,0,0,1,0,0,1,0,0,1,0
30,104.59677419354838,107.5,1,0,1,0,1,0,0,1,1,1,0,1,0
64,19.079230769230772,19.55,0,1,0,1,0,0,0,0,0,0,0,0,0
63,64.23984375,68.8,0,0,0,1,0,1,1,0,1,1,0,1,0
72,80.81986301369864,84.45,0,1,0,1,0,0,1,1,0,1,1,1,0
8,70.32777777777778,75.0,1,0,1,1,0,0,1,1,0,0,0,0,1
62,82.43174603174603,84.5,0,1,0,0,0,0,0,0,1,1,0,1,0
67,110.74705882352941,111.2,1,1,0,1,1,0,0,1,1,1,0,1,0
6,38.707142857142856,44.75,0,0,1,1,0,0,0,0,0,0,0,0,1
70,76.90422535211268,80.6,0,1,0,0,1,0,1,1,1,0,0,0,0
20,76.86666666666667,80.7,1,0,0,0,0,0,0,0,0,0,1,0,0
5,67.08333333333333,75.6,1,0,1,0,0,0,0,0,0,0,0,0,0
24,54.71,57.6,0,0,1,0,0,1,1,1,0,1,0,1,0
11,40.30833333333333,44.05,0,0,1,0,1,0,0,1,0,0,0,0,1
72,109.07123287671233,110.6,1,1,0,1,1,0,0,1,1,1,0,1,0
66,56.87761194029851,58.2,0,1,0,0,1,0,1,1,1,1,0,0,0
45,76.81739130434782,81.0,0,1,0,0,1,0,1,1,1,0,0,1,0
69,19.955714285714286,19.7,0,1,0,0,0,0,0,1,0,0,0,0,0
15,84.096875,85.6,1,0,0,1,1,0,0,1,0,0,1,0,1
28,56.77413793103448,59.55,0,0,0,0,1,0,0,0,0,0,0,1,0
70,114.47323943661972,115.55,1,0,0,0,0,1,1,0,1,1,0,1,1
36,72.43648648648649,75.55,0,0,0,0,1,1,1,0,1,1,0,1,0
16,75.3529411764706,86.6,1,0,1,1,1,0,0,0,0,0,1,0,1
18,81.78421052631579,85.2,1,0,1,0,1,0,0,0,0,0,0,0,1
34,91.64428571428572,97.65,1,0,1,0,1,0,0,1,0,0,0,0,1
42,47.65232558139535,45.1,0,0,0,1,1,1,0,1,0,1,0,1,0
48,74.06530612244897,70.95,0,0,0,1,1,1,1,0,1,0,0,0,0
47,106.76145833333334,109.55,1,0,1,1,1,0,0,1,1,1,0,1,1
39,86.86125,89.55,1,0,1,0,1,1,0,1,1,1,0,1,1
11,16.858333333333334,20.9,0,1,0,0,0,0,0,1,0,0,0,0,0
7,18.4375,19.95,0,0,0,1,1,0,0,0,0,0,0,0,0
3,21.5875,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,64.33333333333333,66.7,0,0,1,1,1,0,1,0,0,0,0,1,0
1,9.725,19.45,0,0,0,1,1,0,0,0,0,0,0,0,1
32,94.89545454545456,94.8,1,0,0,1,0,1,1,1,0,1,0,1,0
60,64.3983606557377,65.85,0,0,0,1,1,1,1,1,1,1,0,1,0
10,17.068181818181817,19.95,0,0,0,0,1,0,0,1,0,0,0,0,0
71,23.752083333333335,24.65,0,1,0,0,1,0,0,1,0,0,0,0,0
4,15.27,20.35,0,0,0,0,0,0,0,1,0,0,0,0,1
1,34.625,69.25,1,0,1,0,1,0,0,0,0,0,1,0,1
43,48.9,51.25,0,0,0,0,1,1,1,1,1,1,0,0,0
59,99.35166666666667,99.5,1,0,0,1,1,1,0,1,0,0,0,1,1
23,50.89791666666667,54.25,0,0,1,0,0,0,0,1,1,0,0,1,0
72,20.49931506849315,19.4,0,1,0,0,0,0,0,1,0,0,0,0,0
22,56.18260869565218,56.25,0,0,0,1,1,1,1,1,1,0,0,0,0
1,12.575,25.15,0,0,0,0,1,0,0,0,0,0,0,0,0
69,24.47285714285714,23.95,0,1,0,1,0,0,0,0,0,0,0,0,0
50,34.2921568627451,35.4,0,0,0,1,1,1,1,0,1,0,0,0,0
1,12.6,25.2,0,0,1,0,1,0,0,0,0,0,1,0,1
2,32.15,45.0,0,0,0,1,1,0,0,0,0,0,0,0,1
15,69.659375,75.35,1,0,0,0,0,0,0,1,0,1,0,0,0
31,19.034375,20.4,0,1,0,1,0,0,0,0,0,0,0,0,0
1,10.075,20.15,0,0,0,1,0,0,0,0,0,0,0,0,1
66,106.46641791044776,105.0,1,0,0,1,1,0,0,1,0,1,0,1,1
0,61.070386904761904,56.05,0,1,0,0,0,0,1,1,1,1,0,1,0
3,42.3625,54.7,0,0,0,1,1,0,0,0,0,0,0,0,1
8,15.733333333333333,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0
64,72.13307692307691,73.05,0,0,0,1,1,1,1,1,0,0,0,1,0
28,19.41551724137931,20.5,0,0,0,0,0,0,0,1,0,0,0,0,0
57,103.1896551724138,100.75,1,0,0,0,1,1,0,1,0,0,0,1,0
14,83.90666666666667,87.25,1,0,1,0,1,0,0,1,0,0,0,1,1
19,18.675,19.95,0,1,0,1,1,0,0,0,0,0,0,0,0
10,77.92727272727274,79.95,1,0,1,1,1,0,0,1,0,0,0,0,1
51,49.10288461538461,49.65,0,0,1,0,1,0,0,1,0,1,0,0,0
67,63.57132352941177,65.65,0,1,0,0,0,0,1,1,0,1,0,1,0
11,20.900000000000002,20.45,0,0,1,1,1,0,0,1,0,0,0,0,0
72,62.31575342465754,60.95,0,1,0,1,0,0,1,1,1,0,0,1,0
66,20.291044776119403,20.35,0,0,1,1,1,1,0,1,0,0,0,0,0
18,86.27894736842104,88.35,1,0,1,0,1,0,0,0,1,0,0,0,1
9,17.884999999999998,19.5,0,0,1,0,1,0,0,0,0,0,0,0,0
9,63.385000000000005,75.2,1,0,0,0,1,0,0,0,0,0,0,0,0
48,108.47142857142858,111.45,1,0,0,1,1,0,1,1,0,1,0,1,0
10,66.86363636363636,70.15,1,0,0,1,0,0,0,0,0,0,0,0,0
9,88.99,94.75,1,0,1,0,1,0,0,0,0,0,0,0,1
13,92.14285714285714,95.05,1,0,1,0,1,0,0,0,0,0,1,0,1
4,66.01,78.45,1,0,1,1,0,0,0,0,0,1,0,0,1
4,47.589999999999996,70.2,1,0,1,1,1,0,0,0,0,0,0,0,1
72,88.69041095890411,92.0,0,1,0,0,0,0,1,1,1,1,0,1,0
51,85.0375,85.5,0,1,0,0,0,0,1,1,1,1,0,1,0
59,40.87833333333333,41.05,0,0,0,1,1,0,0,1,0,1,0,0,1
10,73.98636363636363,85.6,1,0,1,1,1,0,0,1,0,0,0,0,1
61,79.11048387096774,82.15,1,0,1,1,1,0,0,1,0,1,1,0,0
54,81.52818181818182,84.4,1,0,1,1,0,1,1,0,1,0,0,1,0
33,59.81911764705882,60.9,0,0,0,0,1,0,1,0,0,1,0,0,0
27,19.22142857142857,20.25,0,1,0,0,1,0,0,0,0,0,0,0,0
1,39.6,79.2,1,0,1,0,1,0,0,0,0,0,1,0,1
